,Body_Type,Diet,Gender,Social_Activity,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Waste_Bag_Size,Frequency_Travelling_Air,New_Clothes_Monthly,Waste_Bag_Weekly,Monthly_Grocery_Bill,Daily_TV_PC_Hour,Vehicle_Monthly_Distance,Energy_Efficiency
1610,athletic,vegetarian,male,high,rarely,gas,bike,electric,extra large,rarely,4.0,6.0,469.0,6.08,3960.0,1.19
1611,overweight,pescetarian,other,low,twice a day,electricity,private,hybrid,large,never,7.0,3.0,146.0,1.23,4933.0,7.38
1612,average,vegetarian,female,low,rarely,solar,hybrid,petrol,small,never,5.0,7.0,343.0,0.54,1599.0,5.511804247645762
1613,athletic,vegetarian,male,moderate,rarely,electricity,walk,hybrid,medium,never,16.0,6.0,301.0,0.6,1604.0,1.89
1614,overweight,vegetarian,other,high,frequently,wood,bike,electric,extra large,never,15.0,1.0,417.0,4.23,3782.0,1.36
1615,underweight,vegan,female,moderate,frequently,solar,hybrid,electric,medium,rarely,10.0,5.0,90.0,8.7,2059.0,1.27
1616,underweight,vegetarian,other,low,rarely,gas,private,diesel,extra large,never,0.0,1.0,349.0,10.08,3861.0,4.7
1617,athletic,omnivore,other,low,daily,electricity,public,electric,medium,never,13.0,5.0,357.0,7.13,4136.0,5.07
1618,overweight,pescetarian,male,low,frequently,electricity,hybrid,electric,medium,rarely,12.0,6.0,348.0,5.76,3927.0,5.22
1619,athletic,vegan,male,moderate,rarely,solar,walk,diesel,large,never,9.0,1.0,50.0,10.16,3601.0,2.4
1620,athletic,pescetarian,other,moderate,frequently,electricity,private,electric,large,rarely,9.0,3.0,142.0,0.68,204.0,3.41
1621,overweight,vegan,male,high,daily,solar,hybrid,electric,large,never,7.0,1.0,330.0,3.88,2882.0,7.78
1622,overweight,omnivore,male,high,frequently,wood,public,petrol,large,frequently,8.0,4.0,567.0,0.69,3736.0,4.15
1623,average,vegan,female,low,rarely,solar,bike,diesel,large,never,3.0,1.0,507.0,11.17,3844.0,3.34
1624,overweight,vegan,female,low,rarely,solar,bike,diesel,extra large,frequently,10.0,2.0,537.0,1.07,572.0,4.04
1625,underweight,vegan,other,high,daily,wood,bike,petrol,small,rarely,8.0,4.0,456.0,11.51,2667.0,9.05
1626,athletic,pescetarian,other,low,rarely,wood,private,petrol,extra large,never,11.0,5.0,324.0,8.77,2028.0,9.02
1627,athletic,vegetarian,other,high,daily,gas,public,petrol,small,never,12.0,6.0,536.0,5.93,2114.0,4.94
1628,underweight,pescetarian,other,moderate,rarely,electricity,public,petrol,large,never,7.0,6.0,152.0,3.75,1416.0,8.72
1629,overweight,vegetarian,female,low,rarely,wood,hybrid,diesel,medium,frequently,12.0,1.0,452.0,6.44,1750.0,4.3
1630,underweight,pescetarian,male,low,frequently,wood,bike,petrol,medium,never,0.0,6.0,156.0,7.71,1143.0,1.7
1631,underweight,omnivore,female,high,frequently,electricity,private,petrol,small,rarely,10.0,7.0,434.0,5.78,4567.0,5.08
1632,average,omnivore,other,moderate,daily,electricity,bike,electric,small,never,1.0,6.0,279.0,11.01,2323.0,9.15
1633,underweight,vegan,other,low,frequently,gas,bike,diesel,extra large,rarely,4.0,6.0,254.0,1.67,1772.0,1.62
1634,athletic,omnivore,female,low,twice a day,gas,hybrid,petrol,small,frequently,10.0,1.0,426.0,1.54,223.0,3.23
1635,underweight,vegan,female,high,daily,solar,hybrid,electric,extra large,rarely,3.0,1.0,227.0,9.35,4477.0,1.45
1636,athletic,vegetarian,other,moderate,twice a day,gas,hybrid,diesel,large,frequently,7.0,2.0,147.0,6.73,1975.0,7.84
1637,athletic,omnivore,male,high,daily,wood,walk,petrol,medium,frequently,11.0,3.0,386.0,4.87,2163.0,8.3
1638,athletic,vegetarian,other,moderate,twice a day,wood,walk,petrol,medium,frequently,2.0,3.0,226.0,9.85,4795.0,9.04
1639,overweight,pescetarian,female,moderate,frequently,electricity,private,electric,extra large,rarely,16.0,4.0,141.0,11.27,1438.0,1.73
1640,average,vegetarian,other,high,frequently,gas,private,hybrid,small,rarely,7.0,4.0,300.0,6.3,1987.0,6.87
1641,athletic,pescetarian,other,high,rarely,solar,hybrid,diesel,extra large,rarely,5.0,2.0,551.0,6.82,1545.0,5.74
1642,athletic,vegetarian,male,moderate,twice a day,solar,public,electric,small,never,3.0,6.0,406.0,0.66,4446.0,3.33
1643,overweight,vegetarian,other,high,rarely,solar,private,petrol,small,rarely,3.0,2.0,265.0,5.98,2100.0,7.1
1644,athletic,omnivore,other,low,daily,solar,walk,hybrid,small,frequently,6.0,2.0,481.0,0.24,3228.0,1.15
1645,underweight,vegetarian,other,low,twice a day,electricity,walk,hybrid,extra large,rarely,9.0,5.0,587.0,4.87,3352.0,2.13
1646,underweight,omnivore,female,low,rarely,gas,bike,electric,large,frequently,5.0,6.0,184.0,11.6,2390.0,9.22
1647,average,omnivore,female,low,daily,gas,hybrid,electric,medium,rarely,3.0,6.0,93.0,9.15,3213.0,6.75
1648,athletic,vegan,male,low,twice a day,gas,public,electric,extra large,rarely,9.0,7.0,101.0,8.81,2713.0,1.97
1649,overweight,vegan,other,high,rarely,gas,hybrid,diesel,large,frequently,19.0,2.0,124.0,9.42,2108.0,6.91
1650,underweight,pescetarian,female,moderate,twice a day,solar,walk,hybrid,medium,rarely,16.0,2.0,234.0,10.2,2610.0,3.31
1651,overweight,vegetarian,male,high,twice a day,solar,public,diesel,extra large,never,19.0,2.0,101.0,0.51,4247.0,4.03
1652,overweight,pescetarian,other,low,rarely,electricity,private,hybrid,extra large,never,5.0,2.0,288.0,10.55,1400.0,1.98
1653,underweight,vegetarian,male,low,frequently,electricity,bike,diesel,large,frequently,10.0,6.0,111.0,9.3,339.0,7.54
1654,overweight,vegan,male,high,frequently,solar,walk,electric,extra large,frequently,17.0,3.0,381.0,8.21,1206.0,3.6
1655,underweight,vegan,male,high,rarely,wood,bike,petrol,medium,frequently,8.0,1.0,208.0,4.87,3191.0,2.4
1656,overweight,vegetarian,male,moderate,daily,gas,hybrid,electric,large,never,11.0,1.0,462.0,3.61,2269.0,9.8
1657,underweight,vegetarian,male,low,rarely,electricity,public,diesel,extra large,frequently,10.0,3.0,336.0,2.3,1759.0,2.52
1658,athletic,vegan,male,high,rarely,solar,hybrid,electric,medium,frequently,17.0,2.0,573.0,4.1,488.0,6.62
1659,average,vegan,male,moderate,twice a day,gas,bike,hybrid,extra large,never,1.0,7.0,362.0,10.54,4491.0,2.16
1660,underweight,pescetarian,other,low,frequently,gas,walk,diesel,large,frequently,15.0,6.0,76.0,0.68,3757.0,9.61
1661,underweight,vegan,other,low,frequently,solar,bike,electric,extra large,rarely,8.0,5.0,527.0,8.71,581.0,5.12
1662,average,vegetarian,male,low,frequently,wood,walk,electric,medium,rarely,15.0,5.0,415.0,1.02,1493.0,6.45
1663,underweight,pescetarian,other,high,frequently,wood,bike,petrol,small,rarely,11.0,4.0,457.0,1.4,4235.0,1.5
1664,underweight,vegetarian,male,low,rarely,electricity,hybrid,petrol,extra large,rarely,16.0,1.0,387.0,2.4,3537.0,9.51
1665,overweight,omnivore,other,low,twice a day,solar,bike,electric,extra large,never,12.0,4.0,457.0,8.09,3106.0,6.97
1666,average,pescetarian,female,moderate,frequently,electricity,private,hybrid,medium,rarely,3.0,2.0,125.0,10.22,3451.0,2.27
1667,athletic,vegetarian,male,high,frequently,wood,hybrid,hybrid,medium,rarely,12.0,4.0,124.0,1.7,1477.0,5.74
1668,underweight,vegan,female,moderate,twice a day,electricity,bike,hybrid,large,never,11.0,2.0,308.0,2.81,1111.0,8.51
1669,average,omnivore,male,high,rarely,electricity,bike,electric,small,never,1.0,4.0,406.0,7.62,2853.0,7.74
1670,overweight,vegetarian,male,low,rarely,wood,public,petrol,large,never,16.0,3.0,564.0,5.47,348.0,9.25
1671,athletic,pescetarian,female,moderate,rarely,gas,hybrid,electric,medium,rarely,14.0,6.0,334.0,7.6,2038.0,9.54
1672,average,vegetarian,female,high,frequently,gas,public,petrol,medium,frequently,12.0,2.0,465.0,1.9,4337.0,1.29
1673,athletic,omnivore,female,high,frequently,wood,hybrid,hybrid,medium,frequently,1.0,5.0,103.0,5.52,3119.0,6.75
1674,athletic,pescetarian,male,low,frequently,gas,walk,petrol,medium,rarely,5.0,2.0,471.0,4.09,1948.0,1.51
1675,athletic,omnivore,female,low,rarely,solar,hybrid,electric,large,frequently,11.0,7.0,272.0,5.24,1527.0,1.05
1676,underweight,vegetarian,female,moderate,frequently,gas,hybrid,electric,small,frequently,0.0,7.0,489.0,3.56,3800.0,1.73
1677,underweight,vegan,other,moderate,daily,wood,bike,electric,medium,never,14.0,5.0,581.0,1.72,4994.0,9.92
1678,overweight,vegan,other,high,twice a day,solar,private,petrol,large,rarely,2.0,6.0,295.0,8.0,558.0,1.01
1679,overweight,vegetarian,female,moderate,daily,electricity,hybrid,hybrid,large,rarely,9.0,5.0,507.0,8.03,3099.0,6.94
1680,average,vegetarian,female,low,daily,wood,public,electric,large,frequently,5.0,4.0,232.0,3.17,3637.0,6.52
1681,overweight,vegetarian,female,moderate,frequently,wood,private,electric,large,rarely,4.0,1.0,308.0,6.93,3934.0,8.1
1682,athletic,pescetarian,female,moderate,twice a day,gas,hybrid,petrol,large,never,7.0,7.0,319.0,11.54,4013.0,7.04
1683,athletic,omnivore,other,high,daily,solar,private,hybrid,medium,frequently,5.0,1.0,400.0,6.45,211.0,9.46
1684,underweight,omnivore,male,low,rarely,wood,walk,petrol,medium,never,10.0,1.0,237.0,3.77,4725.0,8.69
1685,athletic,omnivore,female,high,rarely,solar,private,diesel,small,frequently,13.0,7.0,551.0,3.7,1117.0,3.53
1686,average,vegetarian,female,low,rarely,solar,walk,diesel,small,rarely,19.0,5.0,226.0,9.97,1516.0,8.89
1687,athletic,omnivore,other,low,rarely,gas,private,electric,small,never,4.0,1.0,442.0,5.86,481.0,3.51
1688,athletic,vegetarian,female,high,twice a day,wood,private,petrol,small,never,12.0,2.0,487.0,3.16,672.0,6.93
1689,average,pescetarian,female,moderate,rarely,solar,public,petrol,extra large,never,8.0,2.0,398.0,7.57,3741.0,3.21
1690,overweight,vegan,other,high,twice a day,solar,public,electric,large,frequently,9.0,6.0,543.0,10.38,2991.0,9.44
1691,overweight,vegetarian,female,moderate,twice a day,electricity,bike,diesel,large,frequently,10.0,2.0,112.0,8.73,2733.0,7.35
1692,average,vegetarian,female,high,twice a day,gas,private,hybrid,large,never,5.0,7.0,229.0,1.04,4261.0,5.32
1693,underweight,vegan,other,high,twice a day,wood,walk,hybrid,extra large,never,4.0,7.0,583.0,4.1,1036.0,8.22
1694,athletic,vegan,male,moderate,frequently,solar,private,diesel,large,frequently,4.0,6.0,360.0,9.75,257.0,1.24
1695,average,pescetarian,female,moderate,daily,gas,hybrid,electric,large,rarely,15.0,5.0,159.0,5.02,3134.0,6.72
1696,athletic,omnivore,female,moderate,frequently,wood,walk,electric,large,rarely,7.0,5.0,564.0,11.98,2608.0,1.28
1697,underweight,vegetarian,male,high,daily,solar,hybrid,hybrid,large,never,14.0,1.0,307.0,4.1,4611.0,3.05
1698,athletic,omnivore,other,moderate,frequently,wood,bike,hybrid,large,rarely,14.0,6.0,589.0,10.89,3817.0,3.81
1699,average,vegetarian,male,moderate,rarely,wood,hybrid,diesel,small,frequently,8.0,4.0,470.0,5.51,4054.0,7.76
1700,athletic,pescetarian,female,moderate,twice a day,gas,bike,diesel,extra large,rarely,14.0,5.0,297.0,11.23,3998.0,9.27
1701,overweight,vegan,male,low,rarely,gas,bike,petrol,medium,frequently,7.0,3.0,502.0,5.06,4090.0,4.32
1702,underweight,pescetarian,other,moderate,rarely,electricity,bike,diesel,small,never,13.0,2.0,58.0,5.62,688.0,6.56
1703,underweight,vegan,female,moderate,rarely,electricity,hybrid,diesel,extra large,rarely,6.0,2.0,337.0,6.49,1761.0,8.0
1704,underweight,omnivore,other,moderate,frequently,electricity,bike,hybrid,large,rarely,11.0,1.0,514.0,0.48,2529.0,8.61
1705,average,omnivore,other,low,rarely,solar,bike,hybrid,extra large,frequently,0.0,4.0,124.0,1.01,2335.0,9.66
1706,underweight,pescetarian,male,low,twice a day,electricity,public,petrol,large,frequently,14.0,2.0,151.0,10.25,2705.0,8.04
1707,overweight,vegan,male,moderate,twice a day,wood,private,hybrid,large,never,6.0,5.0,560.0,3.18,4525.0,1.29
1708,average,pescetarian,other,moderate,daily,gas,bike,hybrid,extra large,never,14.0,4.0,340.0,7.53,1784.0,1.92
1709,overweight,vegan,other,moderate,frequently,wood,walk,hybrid,medium,frequently,9.0,2.0,597.0,3.12,981.0,8.5
1710,athletic,vegan,female,moderate,twice a day,gas,walk,diesel,large,frequently,5.0,1.0,172.0,4.22,1364.0,3.52
1711,athletic,omnivore,other,low,twice a day,gas,public,hybrid,large,never,15.0,1.0,479.0,7.25,3581.0,1.74
1712,athletic,omnivore,other,moderate,frequently,wood,hybrid,electric,small,frequently,13.0,1.0,365.0,4.06,494.0,9.62
1713,athletic,vegan,male,low,rarely,wood,hybrid,diesel,extra large,rarely,11.0,5.0,170.0,8.71,2305.0,4.42
1714,overweight,vegan,other,high,twice a day,solar,hybrid,hybrid,extra large,never,16.0,1.0,281.0,6.2,3345.0,4.3
1715,average,vegan,other,low,rarely,gas,bike,diesel,extra large,rarely,9.0,3.0,72.0,9.08,4887.0,2.04
1716,average,omnivore,male,high,twice a day,electricity,hybrid,hybrid,small,frequently,9.0,7.0,511.0,2.57,290.0,8.43
1717,underweight,omnivore,female,low,daily,solar,hybrid,petrol,extra large,never,7.0,5.0,341.0,7.74,3927.0,5.07
1718,overweight,vegetarian,male,low,rarely,electricity,private,petrol,extra large,never,10.0,3.0,248.0,3.76,2832.0,3.72
1719,athletic,vegan,male,low,twice a day,solar,bike,petrol,large,never,17.0,1.0,186.0,4.24,1929.0,8.45
1720,overweight,vegetarian,other,moderate,frequently,gas,bike,hybrid,medium,frequently,12.0,4.0,419.0,2.24,4446.0,8.68
1721,underweight,vegan,other,low,frequently,wood,walk,petrol,medium,never,19.0,5.0,70.0,1.54,1673.0,7.43
1722,underweight,omnivore,female,moderate,frequently,wood,walk,diesel,small,never,15.0,7.0,209.0,10.58,4241.0,4.83
1723,overweight,vegetarian,other,low,twice a day,gas,private,petrol,extra large,never,13.0,3.0,371.0,11.36,4504.0,3.7
1724,overweight,vegetarian,female,low,rarely,wood,public,petrol,small,never,11.0,5.0,349.0,4.72,2535.0,5.63
1725,overweight,pescetarian,female,high,daily,gas,bike,petrol,medium,frequently,12.0,3.0,522.0,9.16,3768.0,6.02
1726,average,vegan,female,low,daily,gas,walk,petrol,small,never,12.0,6.0,508.0,9.64,1760.0,6.1
1727,athletic,omnivore,female,moderate,twice a day,gas,hybrid,diesel,large,never,15.0,7.0,385.0,1.7,2780.0,7.73
1728,overweight,pescetarian,other,high,twice a day,solar,bike,electric,large,frequently,0.0,5.0,65.0,11.27,2099.0,1.54
1729,overweight,pescetarian,male,high,twice a day,wood,bike,petrol,large,never,11.0,2.0,351.0,9.7,447.0,6.84
1730,overweight,vegan,male,low,rarely,solar,bike,hybrid,extra large,rarely,8.0,7.0,530.0,9.48,1388.0,8.82
1731,underweight,pescetarian,other,low,frequently,electricity,walk,electric,large,never,12.0,7.0,408.0,11.09,1221.0,2.18
1732,underweight,vegan,other,high,rarely,gas,private,petrol,small,never,12.0,3.0,68.0,4.23,4342.0,5.98
1733,average,pescetarian,female,moderate,rarely,wood,walk,electric,large,rarely,7.0,3.0,598.0,10.64,704.0,7.19
1734,athletic,vegan,other,low,twice a day,electricity,hybrid,hybrid,extra large,frequently,17.0,7.0,488.0,11.98,4571.0,9.65
1735,average,omnivore,male,high,daily,gas,hybrid,hybrid,large,never,17.0,5.0,358.0,2.78,4780.0,1.87
1736,athletic,vegan,other,moderate,rarely,electricity,public,petrol,large,rarely,8.0,7.0,96.0,1.46,1898.0,7.54
1737,underweight,vegan,other,low,daily,solar,walk,petrol,extra large,frequently,0.0,4.0,180.0,1.31,1410.0,6.25
1738,underweight,vegetarian,female,high,twice a day,solar,walk,hybrid,extra large,frequently,6.0,2.0,137.0,4.53,2982.0,4.07
1739,underweight,omnivore,female,high,rarely,wood,public,diesel,large,rarely,12.0,7.0,391.0,9.71,3756.0,1.46
1740,average,omnivore,female,low,frequently,electricity,public,electric,medium,frequently,14.0,3.0,111.0,9.01,2968.0,3.96
1741,overweight,omnivore,female,moderate,frequently,electricity,bike,diesel,large,frequently,1.0,1.0,178.0,2.37,3954.0,8.44
1742,overweight,pescetarian,male,moderate,rarely,solar,bike,petrol,small,rarely,7.0,1.0,88.0,6.42,107.0,6.71
1743,underweight,vegetarian,other,high,frequently,solar,hybrid,diesel,extra large,frequently,19.0,6.0,210.0,4.34,1371.0,3.05
1744,overweight,omnivore,other,moderate,rarely,wood,private,diesel,large,rarely,4.0,5.0,98.0,9.98,1844.0,9.94
1745,overweight,pescetarian,female,high,frequently,gas,hybrid,electric,medium,frequently,8.0,4.0,354.0,9.65,853.0,7.71
1746,average,pescetarian,male,low,twice a day,wood,walk,petrol,large,rarely,16.0,2.0,443.0,9.72,323.0,2.7
1747,athletic,pescetarian,male,moderate,frequently,solar,private,electric,small,frequently,13.0,3.0,401.0,6.3,3258.0,8.03
1748,underweight,vegetarian,other,low,frequently,wood,bike,hybrid,extra large,rarely,8.0,1.0,120.0,9.69,609.0,8.48
1749,underweight,pescetarian,female,high,twice a day,gas,public,electric,small,never,14.0,3.0,509.0,8.8,4753.0,8.84
1750,average,vegetarian,other,low,twice a day,solar,public,electric,medium,frequently,19.0,7.0,88.0,6.3,3271.0,7.66
1751,average,vegan,other,moderate,frequently,gas,hybrid,hybrid,small,rarely,0.0,1.0,149.0,9.27,2922.0,1.72
1752,overweight,pescetarian,male,low,daily,wood,walk,diesel,small,frequently,12.0,5.0,524.0,4.52,2993.0,8.32
1753,underweight,omnivore,male,moderate,daily,gas,walk,electric,extra large,frequently,9.0,5.0,562.0,9.36,1645.0,9.35
1754,athletic,pescetarian,other,moderate,rarely,solar,public,hybrid,small,never,11.0,3.0,592.0,7.48,1733.0,5.5
1755,average,vegan,female,moderate,frequently,solar,hybrid,petrol,medium,frequently,13.0,5.0,146.0,10.34,1286.0,7.85
1756,athletic,vegan,female,moderate,rarely,gas,hybrid,diesel,medium,frequently,5.0,2.0,437.0,10.71,3219.0,5.54
1757,athletic,pescetarian,other,moderate,twice a day,wood,bike,hybrid,extra large,never,10.0,6.0,561.0,4.66,4642.0,6.77
1758,underweight,vegan,other,high,frequently,wood,bike,diesel,medium,rarely,6.0,5.0,102.0,3.45,4896.0,6.82
1759,underweight,vegetarian,female,low,twice a day,wood,bike,hybrid,medium,rarely,19.0,2.0,522.0,3.36,2756.0,5.07
1760,average,vegetarian,female,high,frequently,wood,private,electric,medium,rarely,3.0,5.0,234.0,3.91,3568.0,4.19
1761,underweight,pescetarian,female,low,frequently,electricity,hybrid,diesel,medium,rarely,11.0,3.0,250.0,0.61,4402.0,4.92
1762,underweight,vegetarian,other,low,twice a day,electricity,hybrid,electric,medium,rarely,1.0,2.0,127.0,11.17,3526.0,6.23
1763,underweight,vegetarian,male,low,frequently,gas,bike,hybrid,medium,rarely,19.0,6.0,297.0,1.49,2412.0,5.74
1764,athletic,omnivore,female,high,frequently,electricity,public,electric,medium,never,13.0,6.0,483.0,10.54,169.0,6.78
1765,average,pescetarian,female,moderate,rarely,electricity,bike,electric,large,rarely,8.0,6.0,81.0,5.85,4168.0,1.42
1766,overweight,vegan,female,moderate,twice a day,electricity,private,hybrid,medium,never,13.0,4.0,502.0,10.8,4431.0,5.14
1767,athletic,pescetarian,other,high,daily,gas,public,electric,extra large,frequently,5.0,6.0,555.0,11.19,1009.0,1.63
1768,underweight,vegetarian,male,moderate,daily,electricity,hybrid,electric,large,never,4.0,3.0,430.0,9.85,2900.0,7.8
1769,athletic,omnivore,male,low,frequently,wood,private,electric,medium,never,19.0,2.0,443.0,4.88,2673.0,3.41
1770,underweight,pescetarian,female,moderate,rarely,wood,private,petrol,medium,never,18.0,1.0,456.0,4.95,1082.0,4.11
1771,underweight,pescetarian,other,moderate,frequently,gas,public,petrol,extra large,never,17.0,6.0,230.0,11.6,967.0,6.89
1772,athletic,vegetarian,male,moderate,rarely,gas,bike,petrol,medium,rarely,6.0,1.0,366.0,4.04,2901.0,4.12
1773,average,vegetarian,other,low,frequently,gas,bike,diesel,large,frequently,0.0,4.0,351.0,4.93,3908.0,7.57
1774,underweight,pescetarian,male,moderate,daily,solar,walk,electric,large,frequently,19.0,1.0,359.0,3.49,2237.0,8.76
1775,average,vegetarian,female,moderate,twice a day,electricity,public,electric,extra large,frequently,8.0,3.0,579.0,6.16,4333.0,6.73
1776,overweight,vegetarian,other,moderate,rarely,gas,bike,electric,medium,never,7.0,6.0,289.0,7.33,4746.0,2.41
1777,underweight,vegetarian,female,high,frequently,gas,private,diesel,extra large,never,10.0,7.0,271.0,7.96,3612.0,5.05
1778,average,vegetarian,male,high,frequently,gas,bike,diesel,medium,rarely,6.0,2.0,151.0,1.9,4013.0,7.59
1779,average,vegetarian,male,moderate,rarely,wood,bike,hybrid,large,rarely,16.0,6.0,430.0,4.16,1193.0,3.45
1780,overweight,omnivore,female,high,rarely,gas,private,electric,medium,frequently,14.0,7.0,407.0,11.95,4166.0,9.54
1781,average,vegetarian,male,high,daily,wood,public,hybrid,medium,never,7.0,3.0,383.0,0.86,424.0,9.49
1782,average,vegan,female,low,rarely,wood,walk,hybrid,large,never,19.0,5.0,357.0,4.47,4652.0,4.05
